"","기업명","산업군","평점","모집내용","직군","지원자격","근무조건.근무지역","마감일.등록일","본사주소","직원수","X2020년매출액.천원.","입사율.연간.입사자.","퇴사율.연간.퇴사자"
"6798","이니스트에스티","의료/제약/복지",2,NA,NA,NA,NA,NA,"충북 음성군 금왕읍 신내로 500","100명 이상 ~ 200명 미만","53,916,456","30.94 % (43 명)","35.97 % (50 명)"
"6799","인터콘시스템스","제조/화학",2,NA,NA,NA,NA,NA,"경기 수원시 권선구 산업로155번길 264","70명 이상 ~ 100명 미만","16,381,480","23.91 % (22 명)","23.91 % (22 명)"
"6800","인투씨엔에스","IT/웹/통신",2,NA,NA,NA,NA,NA,"경기 용인시 처인구 금학로265번길 5-6","40명 이상 ~ 70명 미만","10억원 ~ 50억원","83.33 % (35 명)","33.33 % (14 명)"
"6801","지에스씨인터내셔날","유통/무역/운송",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6802","코닉스","제조/화학",2,NA,NA,NA,NA,NA,"인천 연수구 벤처로36번길 37","20명 이상 ~ 40명 미만","10억원 ~ 50억원","0.00 % (0 명)","7.14 % (2 명)"
"6803","코스웬콘텐츠","미디어/디자인",2,NA,NA,NA,NA,NA,"부산 부산진구 서면로 39, 케이티엔지 부산상상마당 604호, 605호","1명 이상 ~ 20명 미만","5억원 ~ 10억원","137.50 % (11 명)","75.00 % (6 명)"
"6804","콤파","미디어/디자인",2,NA,NA,NA,NA,NA,"서울 용산구 임정로 11, 4층","-",NA,"0.00 % (0 명)","0.00 % (0 명)"
"6805","펀잇쳐스","미디어/디자인",2,NA,NA,NA,NA,NA,"서울 마포구 성암로 330, C동 811호","20명 이상 ~ 40명 미만","10억원 ~ 50억원","33.33 % (6 명)","27.78 % (5 명)"
"6806","폴리큐브","IT/웹/통신",2,NA,NA,NA,NA,NA,"서울 강남구 테헤란로86길 15, 4층","1명 이상 ~ 20명 미만","5억원 ~ 10억원","25.00 % (3 명)","33.33 % (4 명)"
"6807","한도","제조/화학",2,NA,NA,NA,NA,NA,"충남 천안시 서북구 직산읍 용정리1길 25","40명 이상 ~ 70명 미만","27,949,209","24.29 % (17 명)","30.00 % (21 명)"
"6808","나우드림","IT/웹/통신",2,NA,NA,NA,NA,NA,"서울 구로구 가마산로25길 9-9, 2층",NA,NA,NA,NA
"6809","미디어블링","미디어/디자인",2,NA,NA,NA,NA,NA,"서울 용산구 이태원로 153, 3층","1명 이상 ~ 20명 미만","10억원 ~ 50억원","78.95 % (15 명)","84.21 % (16 명)"
"6810","상상인인더스트리","제조/화학",2,NA,NA,NA,NA,NA,"전남 광양시 광양읍 율촌산단3로 116","70명 이상 ~ 100명 미만","27,890,453","48.15 % (26 명)","18.52 % (10 명)"
"6811","쌍방울","제조/화학",2,NA,NA,NA,NA,NA,"서울 중구 퇴계로 390","200명 이상 ~ 400명 미만","89,571,693","34.65 % (70 명)","27.72 % (56 명)"
"6812","엣나우","미디어/디자인",2,NA,NA,NA,NA,NA,"대구 북구 관음중앙로33길 3-3, 1층",NA,NA,NA,NA
"6813","오더","IT/웹/통신",2,NA,NA,NA,NA,NA,"경기 의정부시 호국로1291번길 28",NA,NA,NA,NA
"6814","웨어밸리데이타","IT/웹/통신",2,"보안 솔루션 구축&유지 보수 기술 엔지니어 - 신입 / 경력","기술지원솔루션정보보안DBMSLinux 외","신입 · 경력
학력무관","정규직
서울 마포구","입사지원
상시채용
","서울 마포구 월드컵북로 396, 22층","20명 이상 ~ 40명 미만",NA,"36.00 % (9 명)","40.00 % (10 명)"
"6815","위스컴","제조/화학",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6816","유니드글로벌상사","유통/무역/운송",2,NA,NA,NA,NA,NA,"서울 중구 을지로5길 19","70명 이상 ~ 100명 미만","458,755,657","15.28 % (11 명)","8.33 % (6 명)"
"6817","조아라","IT/웹/통신",2,"시스템엔지니어(SE) 채용","백엔드/서버개발웹개발정보보안SE(시스템엔지니어)모의해킹 외","2 ~ 10년
대학(2,3년)↑","정규직
서울전체","입사지원
~ 04/30
","서울 금천구 가산디지털1로 131, B동 2104호","40명 이상 ~ 70명 미만","19,992,112","39.39 % (26 명)","37.88 % (25 명)"
"6818","케이티앤씨","제조/화학",2,NA,NA,NA,NA,NA,"서울 강서구 양천로11길 7","70명 이상 ~ 100명 미만","6,673,739","17.07 % (14 명)","19.51 % (16 명)"
"6819","고원금속","제조/화학",2,NA,NA,NA,NA,NA,"경기 화성시 마도면 청원산단1길 144","100명 이상 ~ 200명 미만","19,287,977","31.75 % (20 명)","46.03 % (29 명)"
"6820","남북전기","제조/화학",2,NA,NA,NA,NA,NA,"경기 용인시 처인구 삼가로58번길 17-12","100명 이상 ~ 200명 미만","26,265,858","4.35 % (3 명)","42.03 % (29 명)"
"6821","담소이야기","기관/협회",2,NA,NA,NA,NA,NA,"서울 강남구 역삼로15길 9","1명 이상 ~ 20명 미만",NA,"41.67 % (5 명)","33.33 % (4 명)"
"6822","대구의료관광진흥원","서비스업",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6823","더샘인터내셔날","유통/무역/운송",2,NA,NA,NA,NA,NA,"서울 종로구 청계천로 35","40명 이상 ~ 70명 미만","55,022,443","21.62 % (16 명)","31.08 % (23 명)"
"6824","상우무역","제조/화학",2,NA,NA,NA,NA,NA,"서울 중구 무교로 15",NA,"88,433,296",NA,NA
"6825","성호기업","제조/화학",2,NA,NA,NA,NA,NA,"경북 경주시 천북면 천북산단로1길 74-51","40명 이상 ~ 70명 미만","205,165,637","18.60 % (8 명)","11.63 % (5 명)"
"6826","소비코","유통/무역/운송",2,NA,NA,NA,NA,NA,"서울 서초구 남부순환로 2271-5","1명 이상 ~ 20명 미만","10억원 ~ 50억원","21.43 % (3 명)","64.29 % (9 명)"
"6827","승전","유통/무역/운송",2,NA,NA,NA,NA,NA,"서울 종로구 청계천로 151-7","40명 이상 ~ 70명 미만","47,067,468","11.11 % (5 명)","15.56 % (7 명)"
"6828","신안그룹","건설업",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6829","씨앤토트","유통/무역/운송",2,"2022년 상반기 보안 엔지니어 채용","백엔드/서버개발네트워크클라우드기술지원솔루션 외","신입 · 경력
학력무관","정규직
서울 서초구","입사지원
~ 04/30
","서울 서초구 방배천로 91, 5층","40명 이상 ~ 70명 미만","103,391,579","26.32 % (15 명)","10.53 % (6 명)"
"6830","오산한국병원","의료/제약/복지",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6831","오상테크놀로지","IT/웹/통신",2,NA,NA,NA,NA,NA,"서울 구로구 디지털로 273, 506호","20명 이상 ~ 40명 미만","10억원 ~ 50억원","23.53 % (8 명)","14.71 % (5 명)"
"6832","오씨아이스페셜티","제조/화학",2,NA,NA,NA,NA,NA,"충남 공주시 탄천면 탄천산업단지길 110","20명 이상 ~ 40명 미만","9,059,292","36.36 % (8 명)","27.27 % (6 명)"
"6833","올림피아드교육","교육업",2,NA,NA,NA,NA,NA,"서울 중랑구 용마산로115길 108, 3층","70명 이상 ~ 100명 미만","31,779,867","22.97 % (17 명)","22.97 % (17 명)"
"6834","유니코스","제조/화학",2,NA,NA,NA,NA,NA,"대전 유성구 문지로 282-30","40명 이상 ~ 70명 미만","5,433,382","26.00 % (13 명)","32.00 % (16 명)"
"6835","인프라닉스","IT/웹/통신",2,NA,NA,NA,NA,NA,"서울 서초구 서초중앙로 66, 3층","40명 이상 ~ 70명 미만",NA,"26.42 % (14 명)","32.08 % (17 명)"
"6836","제로웹","IT/웹/통신",2,NA,NA,NA,NA,NA,"부산 해운대구 수영강변대로 140, 806호","20명 이상 ~ 40명 미만",NA,"45.95 % (17 명)","40.54 % (15 명)"
"6837","제일벽지","제조/화학",2,NA,NA,NA,NA,NA,"경기 안성시 죽산면 용대길 38-24","40명 이상 ~ 70명 미만","22,513,147","13.56 % (8 명)","110.17 % (65 명)"
"6838","카파아이엔티","제조/화학",2,NA,NA,NA,NA,NA,"경기 성남시 분당구 운중로 117","20명 이상 ~ 40명 미만","33,874,137","37.84 % (14 명)","54.05 % (20 명)"
"6839","태화기업","제조/화학",2,NA,NA,NA,NA,NA,"경남 창원시 성산구 창원대로1144번길 33","200명 이상 ~ 400명 미만","53,407,647","244.83 % (142 명)","63.79 % (37 명)"
"6840","투비스토리","미디어/디자인",2,NA,NA,NA,NA,NA,"서울 서초구 서초대로 398, 4층 418호","1명 이상 ~ 20명 미만",NA,"70.00 % (7 명)","50.00 % (5 명)"
"6841","트럼피아","IT/웹/통신",2,NA,NA,NA,NA,NA,"서울 강남구 테헤란로 441, 11층","20명 이상 ~ 40명 미만",NA,"40.00 % (12 명)","26.67 % (8 명)"
"6842","푸르밀","제조/화학",2,NA,NA,NA,NA,NA,"서울 영등포구 문래로 60","200명 이상 ~ 400명 미만","187,793,703","21.04 % (81 명)","28.31 % (109 명)"
"6843","플라토","제조/화학",2,NA,NA,NA,NA,NA,"경기 안양시 동안구 평촌대로212번길 55, 10층","1명 이상 ~ 20명 미만","22,735,181","15.79 % (3 명)","47.37 % (9 명)"
"6844","한국대학신문","미디어/디자인",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6845","허밍스토리","미디어/디자인",2,NA,NA,NA,NA,NA,"서울 마포구 와우산로29길 31, 3,4,5층","1명 이상 ~ 20명 미만",NA,"50.00 % (11 명)","68.18 % (15 명)"
"6846","화성코스메틱","제조/화학",2,NA,NA,NA,NA,NA,"경기 김포시 양촌읍 학운산단1로 23","200명 이상 ~ 400명 미만","37,316,392","473.68 % (270 명)","147.37 % (84 명)"
"6847","네오비젼","제조/화학",2,NA,NA,NA,NA,NA,"경기 용인시 기흥구 흥덕중앙로 120, 1705호","100명 이상 ~ 200명 미만","7,137,857","105.71 % (37 명)","82.86 % (29 명)"
"6848","더마펌","제조/화학",2,NA,NA,NA,NA,NA,"강원 원주시 지정면 청정로 84","70명 이상 ~ 100명 미만","30,096,334","89.87 % (71 명)","72.15 % (57 명)"
"6849","더비엔아이","기관/협회",2,NA,NA,NA,NA,NA,"서울 강남구 논현로131길 7, 2층,3층","40명 이상 ~ 70명 미만","50억원 ~ 100억원","55.56 % (25 명)","42.22 % (19 명)"
"6850","매스씨앤지","미디어/디자인",2,NA,NA,NA,NA,NA,"서울 마포구 성암로 330, 4층","100명 이상 ~ 200명 미만","50억원 ~ 100억원","67.39 % (62 명)","52.17 % (48 명)"
"6851","머큐리코퍼레이션","제조/화학",2,NA,NA,NA,NA,NA,"경기 김포시 대곶면 대곶서로 168-21","40명 이상 ~ 70명 미만","20,072,136","40.30 % (27 명)","47.76 % (32 명)"
"6852","안다르","제조/화학",2,NA,NA,NA,NA,NA,"서울 마포구 월드컵북로54길 25, 11층 에스-1101호","70명 이상 ~ 100명 미만","75,957,470","27.50 % (44 명)","72.50 % (116 명)"
"6853","에스에이치엘","제조/화학",2,NA,NA,NA,NA,NA,"경기 수원시 권선구 산업로92번길 94-7","100명 이상 ~ 200명 미만","14,630,417","81.97 % (50 명)","98.36 % (60 명)"
"6854","에스에이치엘","제조/화학",2,NA,NA,NA,NA,NA,"경기 수원시 권선구 산업로92번길 94-7","100명 이상 ~ 200명 미만","14,630,417","81.97 % (50 명)","98.36 % (60 명)"
"6855","엘엠에스","제조/화학",2,NA,NA,NA,NA,NA,"경기 평택시 진위면 진위산단로 53-73","200명 이상 ~ 400명 미만","92,102,562","17.41 % (47 명)","27.41 % (74 명)"
"6856","우신화장품","제조/화학",2,NA,NA,NA,NA,NA,"경기 부천시 수도로125번길 33","100명 이상 ~ 200명 미만","23,959,838","13.56 % (16 명)","21.19 % (25 명)"
"6857","코아스","제조/화학",2,NA,NA,NA,NA,NA,"서울 영등포구 선유로52길 17","200명 이상 ~ 400명 미만","97,586,708","67.03 % (187 명)","66.31 % (185 명)"
"6858","하바스코리아","미디어/디자인",2,NA,NA,NA,NA,NA,"서울 강남구 봉은사로86길 6, 701호","40명 이상 ~ 70명 미만",NA,"106.15 % (69 명)","101.54 % (66 명)"
"6859","기성금속","제조/화학",2,NA,NA,NA,NA,NA,"부산 강서구 녹산산단17로 20","40명 이상 ~ 70명 미만","13,351,143","56.06 % (37 명)","57.58 % (38 명)"
"6860","농업회사법인아시아종묘","제조/화학",2,NA,NA,NA,NA,NA,"서울 송파구 양재대로 932, 가락몰 업무동 11층 08호부터 11호","100명 이상 ~ 200명 미만","22,647,141","25.81 % (48 명)","34.41 % (64 명)"
"6861","매니아컨설팅그룹","미디어/디자인",2,NA,NA,NA,NA,NA,"서울 강남구 테헤란로 423, 2층 2247호","-",NA,"0.00 % (0 명)","0.00 % (0 명)"
"6862","미디어솔루션","IT/웹/통신",2,NA,NA,NA,NA,NA,"경기 고양시 일산동구 노첨길56번길 62","1명 이상 ~ 20명 미만",NA,"0.00 % (18 명)","0.00 % (18 명)"
"6863","빌트조명","제조/화학",2,NA,NA,NA,NA,NA,"경기 김포시 양촌읍 황금로291번길 12","40명 이상 ~ 70명 미만","26,550,404","20.69 % (12 명)","27.59 % (16 명)"
"6864","서울금속","제조/화학",2,NA,NA,NA,NA,NA,"인천 강화군 강화읍 강화산단로 231","100명 이상 ~ 200명 미만",NA,"19.59 % (19 명)","16.49 % (16 명)"
"6865","선진정공","제조/화학",2,NA,NA,NA,NA,NA,"충남 당진시 신평면 신평길 225-132","200명 이상 ~ 400명 미만","60,326,462","85.53 % (201 명)","57.02 % (134 명)"
"6866","세올디자인컨설팅","미디어/디자인",2,NA,NA,NA,NA,NA,"서울 종로구 계동길 92-11, 한옥","1명 이상 ~ 20명 미만",NA,"0.00 % (0 명)","75.00 % (3 명)"
"6867","센텀소프트","IT/웹/통신",2,NA,NA,NA,NA,NA,"부산 연제구 법원남로10번길 7, 3층",NA,NA,NA,NA
"6868","씨카코리아","제조/화학",2,NA,NA,NA,NA,NA,"경기 안성시 미양면 안성맞춤대로 724","70명 이상 ~ 100명 미만","43,873,452","23.81 % (20 명)","26.19 % (22 명)"
"6869","에이시디","제조/화학",2,NA,NA,NA,NA,NA,"경북 구미시 산동읍 첨단기업5로 78-74","70명 이상 ~ 100명 미만","17,613,476","33.33 % (21 명)","23.81 % (15 명)"
"6870","온라인팜","유통/무역/운송",2,NA,NA,NA,NA,NA,"경기 화성시 팔탄면 무하로 214","200명 이상 ~ 400명 미만","824,247,798","6.70 % (25 명)","6.17 % (23 명)"
"6871","이우소프트","IT/웹/통신",2,NA,NA,NA,NA,NA,"경기 화성시 삼성1로2길 13, 8층 801호","20명 이상 ~ 40명 미만","50억원 ~ 100억원","34.62 % (9 명)","38.46 % (10 명)"
"6872","커브스코리아","서비스업",2,NA,NA,NA,NA,NA,"서울 송파구 법원로11길 25, 에이동 210,211,212,213호","20명 이상 ~ 40명 미만",NA,"13.79 % (4 명)","27.59 % (8 명)"
"6873","티아이스퀘어","IT/웹/통신",2,NA,NA,NA,NA,NA,"경기 성남시 분당구 판교로255번길 58, 4층 401호","40명 이상 ~ 70명 미만","10억원 ~ 50억원","16.39 % (10 명)","29.51 % (18 명)"
"6874","푸르넷닷컴","IT/웹/통신",2,NA,NA,NA,NA,NA,"서울 마포구 만리재옛길 28, 신관 3층","-",NA,"0.00 % (0 명)","83.33 % (10 명)"
"6875","프로그레스미디어","미디어/디자인",2,NA,NA,NA,NA,NA,"서울 구로구 디지털로26길 5, 제409-410호","1명 이상 ~ 20명 미만","100억원 ~ 500억원","12.50 % (1 명)","62.50 % (5 명)"
"6876","한국뉴매틱","제조/화학",2,NA,NA,NA,NA,NA,"서울 금천구 벚꽃로10길 24","20명 이상 ~ 40명 미만","50억원 ~ 100억원","22.86 % (8 명)","17.14 % (6 명)"
"6877","한국프라임제약","의료/제약/복지",2,NA,NA,NA,NA,NA,"광주 동구 중앙로 211","200명 이상 ~ 400명 미만","120,422,987","20.05 % (80 명)","23.06 % (92 명)"
"6878","대현에스티","제조/화학",2,NA,NA,NA,NA,NA,"경기 화성시 팔탄면 버들로 1337-11","400명 이상 ~ 700명 미만","146,436,080","17.01 % (58 명)","31.38 % (107 명)"
"6879","에이원","유통/무역/운송",2,NA,NA,NA,NA,NA,"서울 중구 퇴계로 235, 417호","20명 이상 ~ 40명 미만","18,911,597","43.24 % (16 명)","48.65 % (18 명)"
"6880","원봉","제조/화학",2,NA,NA,NA,NA,NA,"부산 부산진구 거제대로36번길 26","400명 이상 ~ 700명 미만","26,432,678","55.00 % (165 명)","56.33 % (169 명)"
"6881","한국기능공사","제조/화학",2,NA,NA,NA,NA,NA,"경기 평택시 오성면 서동대로 2047","100명 이상 ~ 200명 미만","61,511,984","20.67 % (43 명)","26.44 % (55 명)"
"6882","한국리모텍","유통/무역/운송",2,NA,NA,NA,NA,NA,"서울 용산구 원효로 138, 13층 1301호","40명 이상 ~ 70명 미만","36,682,595","53.25 % (41 명)","46.75 % (36 명)"
"6883","동아전기부품","제조/화학",2,NA,NA,NA,NA,NA,"경기 화성시 동탄영천로 31","100명 이상 ~ 200명 미만","87,367,930","9.03 % (14 명)","14.84 % (23 명)"
"6884","보승코퍼레이션","제조/화학",2,NA,NA,NA,NA,NA,"경기 안양시 동안구 시민대로 171","1명 이상 ~ 20명 미만","6,108,651","12.50 % (2 명)","50.00 % (8 명)"
"6885","영진아이엔디","제조/화학",2,NA,NA,NA,NA,NA,"경기 이천시 마장면 중부대로 617","100명 이상 ~ 200명 미만","35,660,693","43.93 % (76 명)","42.77 % (74 명)"
"6886","제일이엔에스","제조/화학",2,NA,NA,NA,NA,NA,"경남 양산시 충렬로 309","100명 이상 ~ 200명 미만","75,486,239","7.22 % (14 명)","22.68 % (44 명)"
"6887","태영상선","유통/무역/운송",2,NA,NA,NA,NA,NA,"경기 화성시 양감면 암소고개로 227-14","100명 이상 ~ 200명 미만","100,592,926","40.23 % (35 명)","49.43 % (43 명)"
"6888","필아이티","IT/웹/통신",2,NA,NA,NA,NA,NA,"서울 강남구 봉은사로105길 12-7, 1105호",NA,NA,NA,NA
"6889","한국이에이피협회","교육업",2,NA,NA,NA,NA,NA,"서울 중구 수표로 45, 1201호","70명 이상 ~ 100명 미만",NA,"72.34 % (68 명)","97.87 % (92 명)"
"6890","글로벌스탠다드테크놀로지","제조/화학",2,NA,NA,NA,NA,NA,"경기 화성시 동탄산단6길 15-13","400명 이상 ~ 700명 미만","154,150,365","34.53 % (230 명)","33.93 % (226 명)"
"6891","넷트루컨설팅그룹","IT/웹/통신",2,NA,NA,NA,NA,NA,"서울 마포구 토정로 144, 902호","20명 이상 ~ 40명 미만","10억원 ~ 50억원","191.67 % (46 명)","166.67 % (40 명)"
"6892","대양금속","제조/화학",2,NA,NA,NA,NA,NA,"충남 예산군 신암면 추사로 146-8","200명 이상 ~ 400명 미만","140,495,484","23.15 % (47 명)","22.66 % (46 명)"
"6893","도시미래종합기술공사","건설업",2,NA,NA,NA,NA,NA,"서울 성북구 정릉로10다길 28","40명 이상 ~ 70명 미만","50억원 ~ 100억원","28.26 % (13 명)","21.74 % (10 명)"
"6894","동연디자인","제조/화학",2,NA,NA,NA,NA,NA,"서울 서대문구 연희로2길 76, 4층","1명 이상 ~ 20명 미만","100억원 ~ 500억원","45.83 % (22 명)","116.67 % (56 명)"
"6895","레즐러","제조/화학",2,NA,NA,NA,NA,NA,"대전 서구 대덕대로 244, 801호","40명 이상 ~ 70명 미만","125,152,076","57.14 % (52 명)","73.63 % (67 명)"
"6896","로사케이","제조/화학",2,NA,NA,NA,NA,NA,"서울 강남구 언주로152길 11-4","40명 이상 ~ 70명 미만","50억원 ~ 100억원","97.92 % (47 명)","85.42 % (41 명)"
"6897","메이크인","서비스업",2,NA,NA,NA,NA,NA,"서울 중구 퇴계로 344","200명 이상 ~ 400명 미만","50억원 ~ 100억원","162.35 % (263 명)","138.27 % (224 명)"
"6898","모다이노칩","제조/화학",2,NA,NA,NA,NA,NA,"경기 안산시 단원구 동산로27번길 42-7","400명 이상 ~ 700명 미만","136,405,449","35.05 % (109 명)","46.62 % (145 명)"
"6899","미디어그룹사람과숲","은행/금융업",2,NA,NA,NA,NA,NA,"서울 서초구 방배천로 155, 2층","40명 이상 ~ 70명 미만","50억원 ~ 100억원","201.52 % (133 명)","178.79 % (118 명)"
"6900","베이스","제조/화학",2,NA,NA,NA,NA,NA,"충남 아산시 둔포면 윤보선로336번길 49","40명 이상 ~ 70명 미만","10,566,681","33.33 % (18 명)","16.67 % (9 명)"
"6901","비엠케이리미티드","유통/무역/운송",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6902","삼현","제조/화학",2,NA,NA,NA,NA,NA,"경기 평택시 오성면 오성북로 112","40명 이상 ~ 70명 미만","34,114,565","16.39 % (10 명)","21.31 % (13 명)"
