"","unlist.company.","unlist.industry.","unlist.TPoint."
"11428","아키플랜종합건축사사무소(주)","건설업","2.6"
"11429","안은주수학학원","교육업","3.0"
"11430","알루텍(주)","건설업","2.1"
"11431","알리안츠글로벌인베스터스자산운용(주)","은행/금융업","3.3"
"11432","알엘에이피(주)","제조/화학","4.0"
"11433","애강리메텍(주)","제조/화학","2.0"
"11434","애나컴(주)","IT/웹/통신","2.1"
"11435","애니인포넷(주)","IT/웹/통신","2.9"
"11436","애니파크(주)","IT/웹/통신","3.1"
"11437","애드기프트샵","미디어/디자인","1.7"
"11438","어린이천문대(주)","미디어/디자인","3.3"
"11439","에버가드(주)","서비스업","2.1"
"11440","에브리온티브이(주)","IT/웹/통신","3.4"
"11441","에스지퍼슨스(주)","제조/화학","1.9"
"11442","에스티엑스에너지(주)","제조/화학","3.1"
"11443","에이원","서비스업","1.6"
"11444","에이존테크(주)","IT/웹/통신","3.0"
"11445","에이플러스손해사정(주)","은행/금융업","1.6"
"11446","엑시언(주)","제조/화학","2.4"
"11447","엔디케이테크(주)","제조/화학","2.4"
"11448","엔브이에이치오버헤드시스템(주)","제조/화학","2.3"
"11449","엔싹엔터테인먼트(주)","미디어/디자인","3.1"
"11450","엔써티(주)","IT/웹/통신","2.0"
"11451","엘피전자(주)","제조/화학","2.6"
"11452","엠오에스강북(주)","제조/화학","1.9"
"11453","엠오에스강서(주)","서비스업","2.1"
"11454","엠즈파트너스","서비스업","1.9"
"11455","엠플러스기획(주)","미디어/디자인","2.7"
"11456","예성인(주)","건설업","2.0"
"11457","오렌지테크(주)","유통/무역/운송","2.6"
"11458","오케이미트(주)","유통/무역/운송","2.6"
"11459","오픈나루(주)","IT/웹/통신","3.6"
"11460","올프레이트(주)","유통/무역/운송","3.4"
"11461","와이즈파워(주)","제조/화학","2.1"
"11462","와이티엔라디오(주)","미디어/디자인","3.0"
"11463","우리강산시스템(주)","건설업","3.1"
"11464","우리아비바생명보험(주)","은행/금융업","2.9"
"11465","우림엔알(주)","IT/웹/통신","2.6"
"11466","울프(주)","제조/화학","3.7"
"11467","원더월드스튜디오","미디어/디자인","2.9"
"11468","원스탭에이치알(주)","서비스업","2.7"
"11469","위스캔(주)","IT/웹/통신","1.6"
"11470","유노빅스이엔씨(주)","제조/화학","3.3"
"11471","유니드트레이딩(주)","유통/무역/운송","1.6"
"11472","유니맥스(주)","제조/화학","2.3"
"11473","유니스타(주)","제조/화학","2.9"
"11474","유니포스테크(주)","유통/무역/운송","2.0"
"11475","유라이크(주)","IT/웹/통신","2.6"
"11476","유비씨앤에스(주)","IT/웹/통신","3.1"
"11477","유소프테이션(주)","IT/웹/통신","2.6"
"11478","유솔비넷(주)","IT/웹/통신","2.7"
"11479","유스트림코리아(주)","IT/웹/통신","3.0"
"11480","이스트마케팅(주)","미디어/디자인","3.1"
"11481","이에프씨(주)","제조/화학","2.3"
"11482","이월리서치(주)","IT/웹/통신","3.6"
"11483","익스앤(주)","건설업","2.3"
"11484","인텔리와이어리스(주)","IT/웹/통신","2.4"
"11485","인포링크","IT/웹/통신","3.4"
"11486","일본무역진흥기구","기관/협회","3.3"
"11487","자산유리(주)","제조/화학","1.7"
"11488","자연촌(주)","유통/무역/운송","1.7"
"11489","자인테크놀로지(주)","제조/화학","2.0"
"11490","저스트나인(주)","IT/웹/통신","3.9"
"11491","전북개발공사","건설업","4.1"
"11492","전영(주)","제조/화학","2.4"
"11493","정공산업(주)","제조/화학","2.3"
"11494","정글콜론","IT/웹/통신","2.6"
"11495","제노덤(주)","유통/무역/운송","3.1"
"11496","제이씨정철(주)","기관/협회","2.9"
"11497","제이알씨에듀","유통/무역/운송","2.1"
"11498","제이피이(주)","제조/화학","2.7"
"11499","제일비에스(주)","서비스업","2.0"
"11500","중부매일신문(주)","미디어/디자인","2.0"
"11501","전북개발공사","건설업","4.1"
"11502","전영(주)","제조/화학","2.4"
"11503","정공산업(주)","제조/화학","2.3"
"11504","정글콜론","IT/웹/통신","2.6"
"11505","제노덤(주)","유통/무역/운송","3.1"
"11506","제이씨정철(주)","기관/협회","2.9"
"11507","제이알씨에듀","유통/무역/운송","2.1"
"11508","제이피이(주)","제조/화학","2.7"
"11509","제일비에스(주)","서비스업","2.0"
"11510","중부매일신문(주)","미디어/디자인","2.0"
"11511","중원(주)","제조/화학","2.7"
"11512","지아이홀딩스(주)","유통/무역/운송","2.4"
"11513","지엠에스","IT/웹/통신","3.0"
"11514","진양특수강(주)","제조/화학","2.7"
"11515","착한여행(주)","서비스업","2.6"
"11516","청운신용협동조합","은행/금융업","2.1"
"11517","충청남도개발공사","건설업","3.0"
"11518","카스코화재해상손해사정(주)","은행/금융업","2.3"
"11519","칸나(주)","제조/화학","1.6"
"11520","캐미리(주)","유통/무역/운송","2.4"
"11521","중원(주)","제조/화학","2.7"
"11522","지아이홀딩스(주)","유통/무역/운송","2.4"
"11523","지엠에스","IT/웹/통신","3.0"
"11524","진양특수강(주)","제조/화학","2.7"
"11525","착한여행(주)","서비스업","2.6"
"11526","청운신용협동조합","은행/금융업","2.1"
"11527","충청남도개발공사","건설업","3.0"
"11528","카스코화재해상손해사정(주)","은행/금융업","2.3"
"11529","칸나(주)","제조/화학","1.6"
"11530","캐미리(주)","유통/무역/운송","2.4"
"11531","캐져콤푸레셔(주)","유통/무역/운송","3.3"
"11532","캠블리(유)","IT/웹/통신","3.9"
"11533","캠트론(주)","제조/화학","2.6"
"11534","캬라반이에스(주)","제조/화학","2.6"
"11535","케이디에스(주)","제조/화학","1.6"
"11536","케이씨솔라앤에너지(주)","건설업","1.6"
"11537","케이씨씨홀딩스(주)","기관/협회","2.3"
"11538","케이제이소프트앤마케팅(주)","IT/웹/통신","1.6"
"11539","케이킴","제조/화학","3.0"
"11540","케이티엠테크놀로지(주)","유통/무역/운송","3.0"
"11541","케이피엘밸브공업(주)","제조/화학","1.9"
"11542","코리아닷컴커뮤니케이션즈(주)","IT/웹/통신","2.3"
"11543","코멘토(주)","서비스업","4.3"
"11544","콘메드코리아(유)","유통/무역/운송","3.3"
"11545","쿼터백자산운용(주)","은행/금융업","3.0"
"11546","퀸타일즈","제조/화학","2.4"
"11547","큐인(주)","미디어/디자인","2.6"
"11548","크레마(주)","서비스업","4.1"
"11549","킹콩엔터테인먼트(주)","미디어/디자인","3.0"
"11550","태경세미컴(주)","유통/무역/운송","3.0"
"11551","태성종합기술(주)","건설업","2.0"
"11552","테크파이브(주)","IT/웹/통신","2.7"
"11553","투라인코드(주)","IT/웹/통신","2.3"
"11554","트라이베스트(주)","제조/화학","3.6"
"11555","특허법인 충정","기관/협회","2.1"
"11556","티브이씨(주)","미디어/디자인","3.1"
"11557","티이솔루션(주)","건설업","2.9"
"11558","티이씨앤코(주)","제조/화학","2.9"
"11559","파낙스이엠(주)","제조/화학","3.4"
"11560","파프리카미디어(주)","IT/웹/통신","2.4"
"11561","패스트트랙아시아(주)","기관/협회","2.0"
"11562","팬터로그(주)","IT/웹/통신","1.6"
"11563","팰앤엘(주)","유통/무역/운송","2.9"
"11564","펀디지(주)","유통/무역/운송","1.4"
"11565","페레로아시아리미티드(주) 한국지점","유통/무역/운송","3.1"
"11566","페이퍼코리아(주)","제조/화학","3.6"
"11567","페퍼콘(주)","IT/웹/통신","3.1"
"11568","포레카(주)","미디어/디자인","2.9"
"11569","포스텍네트웍스(주)","제조/화학","3.0"
"11570","포엠크리에이티브(주)","IT/웹/통신","3.1"
"11571","포톤(주)","제조/화학","1.7"
"11572","풋스케이프(주)","유통/무역/운송","2.9"
"11573","풍산","기관/협회","3.0"
"11574","프라임(주)","제조/화학","2.1"
"11575","프러스상사(주)","제조/화학","3.1"
"11576","프로페로코리아(유)","미디어/디자인","2.4"
"11577","프리비(주)","IT/웹/통신","3.3"
"11578","플레디스(주)","미디어/디자인","1.4"
"11579","피니쉬웰미디어(주)","미디어/디자인","2.1"
"11580","피에스알인재를찾는사람들(주)","서비스업","2.4"
"11581","피코바이오(주)","제조/화학","2.0"
"11582","핀콘(주)","IT/웹/통신","3.7"
"11583","필로마인","IT/웹/통신","1.6"
"11584","하우홈(주)","유통/무역/운송","3.1"
"11585","하이미디어","기관/협회","2.3"
"11586","하이퍼테크(주)","제조/화학","2.4"
"11587","한국T.A","제조/화학","2.4"
"11588","한국공연예술센터","미디어/디자인","2.7"
"11589","한국다무라(주)","유통/무역/운송","1.9"
"11590","한국성과향상센터(주)","유통/무역/운송","3.3"
"11591","한국아사히프리텍(주)","제조/화학","2.1"
"11592","한국아이시스(주)","IT/웹/통신","2.7"
"11593","한국오르비스(주)","유통/무역/운송","3.4"
"11594","한국오픈솔루션","IT/웹/통신","4.0"
"11595","한국케이지(주)","제조/화학","2.6"
"11596","한국크레딕라이프(주)","유통/무역/운송","2.0"
"11597","한림인텍(주)","제조/화학","2.9"
"11598","한문화진흥협회","교육업","2.0"
"11599","한빛이디에스(주)","제조/화학","3.7"
"11600","한신약품(주)","의료/제약/복지","2.6"
"11601","한국아사히프리텍(주)","제조/화학","2.1"
"11602","한국아이시스(주)","IT/웹/통신","2.7"
"11603","한국오르비스(주)","유통/무역/운송","3.4"
"11604","한국오픈솔루션","IT/웹/통신","4.0"
"11605","한국케이지(주)","제조/화학","2.6"
"11606","한국크레딕라이프(주)","유통/무역/운송","2.0"
"11607","한림인텍(주)","제조/화학","2.9"
"11608","한문화진흥협회","교육업","2.0"
"11609","한빛이디에스(주)","제조/화학","3.7"
"11610","한신약품(주)","의료/제약/복지","2.6"
"11611","한울(주)","제조/화학","2.4"
"11612","해솔정보시스템(주)","IT/웹/통신","1.6"
"11613","현대엠코(주)","건설업","3.4"
"11614","현주인테크(주)","유통/무역/운송","1.4"
"11615","후지전기코리아(주)","유통/무역/운송","2.4"
"11616","후지쯔세미컨덕터코리아(주)","유통/무역/운송","2.0"
"11617","휴브랜드(주)","교육업","1.9"
"11618","힘스(주)","제조/화학","3.4"
"11619","(사)부산국제어린이청소년영화제","미디어/디자인","2.5"
"11620","(사)세계무술연맹","기관/협회","2.0"
"11621","(유)또마베베스튜디오","미디어/디자인","3.2"
"11622","(유)삼육식품충남총판","유통/무역/운송","2.5"
"11623","(유)티케이아이","유통/무역/운송","2.5"
"11624","(주)경남신문사","미디어/디자인","2.3"
"11625","(주)고그린라이프","유통/무역/운송","3.7"
"11626","(주)고산건설","건설업","4.8"
"11627","(주)교문사","미디어/디자인","2.7"
"11628","(주)그림","제조/화학","2.8"
"11629","(주)나인벨","제조/화학","2.2"
"11630","(주)넥신아이티","IT/웹/통신","3.7"
"11631","(주)노보네트웍스","IT/웹/통신","4.2"
"11632","(주)농경","제조/화학","2.0"
"11633","(주)뉴로시스","제조/화학","2.7"
"11634","(주)다산데이타","IT/웹/통신","3.0"
"11635","(주)대성글로비즈","유통/무역/운송","3.2"
"11636","(주)더띵팩토리","제조/화학","1.3"
"11637","(주)데브피아","IT/웹/통신","2.7"
"11638","(주)데이터뱅크","IT/웹/통신","4.3"
"11639","(주)독트라","제조/화학","3.8"
"11640","(주)동일전자","제조/화학","1.5"
"11641","(주)디맨드","기관/협회","2.0"
"11642","(주)디어커스","IT/웹/통신","4.2"
"11643","(주)디지베이스","IT/웹/통신","3.3"
"11644","(주)띵킹프렌즈","IT/웹/통신","1.7"
"11645","(주)라라스윗","제조/화학","3.8"
"11646","(주)라온텍","IT/웹/통신","2.8"
"11647","(주)라이칸스로프","제조/화학","4.2"
"11648","(주)레이풀시스템","IT/웹/통신","2.7"
"11649","(주)로우카본","제조/화학","2.5"
"11650","(주)마로마브","교육업","4.0"
"11651","(주)디맨드","기관/협회","2.0"
"11652","(주)디어커스","IT/웹/통신","4.2"
"11653","(주)디지베이스","IT/웹/통신","3.3"
"11654","(주)띵킹프렌즈","IT/웹/통신","1.7"
"11655","(주)라라스윗","제조/화학","3.8"
"11656","(주)라온텍","IT/웹/통신","2.8"
"11657","(주)라이칸스로프","제조/화학","4.2"
"11658","(주)레이풀시스템","IT/웹/통신","2.7"
"11659","(주)로우카본","제조/화학","2.5"
"11660","(주)마로마브","교육업","4.0"
"11661","(주)마켓유","유통/무역/운송","2.7"
"11662","(주)마크베이스","IT/웹/통신","4.2"
"11663","(주)매직랩","유통/무역/운송","3.3"
"11664","(주)메디메스터","유통/무역/운송","2.3"
"11665","(주)명일전기","유통/무역/운송","3.0"
"11666","(주)모두싸인","IT/웹/통신","3.7"
"11667","(주)모아나","제조/화학","4.2"
"11668","(주)모토브","IT/웹/통신","3.3"
"11669","(주)무브먼츠","IT/웹/통신","3.5"
"11670","(주)무아스","유통/무역/운송","3.8"
"11671","(주)문와쳐","미디어/디자인","3.2"
"11672","(주)미드키스","IT/웹/통신","2.7"
"11673","(주)미라클핀테크","IT/웹/통신","2.0"
"11674","(주)미로","제조/화학","2.0"
"11675","(주)바이애틱","의료/제약/복지","1.7"
"11676","(주)반도기전","유통/무역/운송","2.3"
"11677","(주)버즈비터즈","IT/웹/통신","4.3"
"11678","(주)벤텍사이언스","유통/무역/운송","2.7"
"11679","(주)벨루션네트웍스","제조/화학","3.3"
"11680","(주)부민더블유엔피","제조/화학","3.2"
"11681","(주)뷰메진","IT/웹/통신","3.0"
"11682","(주)브로나인","IT/웹/통신","4.2"
"11683","(주)사이이","제조/화학","4.7"
"11684","(주)서온","IT/웹/통신","4.3"
"11685","(주)석광테크","제조/화학","4.3"
"11686","(주)성보하이드로엔지니어링","제조/화학","3.0"
"11687","(주)성주 엠.아이","제조/화학","2.7"
"11688","(주)세미라이트","유통/무역/운송","2.0"
"11689","(주)수호아이오","IT/웹/통신","4.8"
"11690","(주)스카이오토넷","제조/화학","3.3"
"11691","(주)스타일딜리셔스","제조/화학","4.0"
"11692","(주)스포츠모터사이클코리아 KTM KOREA","유통/무역/운송","3.3"
"11693","(주)신한벤처투자","은행/금융업","4.2"
"11694","(주)심플라인","제조/화학","3.2"
"11695","(주)씨브이파트너스","서비스업","2.3"
"11696","(주)씨투디자인","건설업","3.7"
"11697","(주)아이씨티케이","제조/화학","2.0"
"11698","(주)아이씨푸드","유통/무역/운송","2.2"
"11699","(주)아이엠","미디어/디자인","2.2"
"11700","(주)아이엠오","IT/웹/통신","4.0"
"11701","(주)아이티코리아","IT/웹/통신","2.3"
"11702","(주)안지오랩","의료/제약/복지","2.5"
"11703","(주)알파브라더스","미디어/디자인","3.7"
"11704","(주)앰진시큐러스","IT/웹/통신","3.7"
"11705","(주)어큐진","제조/화학","2.2"
"11706","(주)에너지와공조","제조/화학","2.2"
"11707","(주)에스앤이리서치","기관/협회","3.7"
"11708","(주)에스엔인더스트리","서비스업","3.3"
"11709","(주)에스엠코프","유통/무역/운송","3.8"
"11710","(주)에어메이드","유통/무역/운송","3.7"
"11711","(주)에이조스바이오","기관/협회","3.2"
"11712","(주)엔에프","제조/화학","1.7"
"11713","(주)엘디미디어플러스","IT/웹/통신","1.0"
"11714","(주)엠탑","미디어/디자인","2.7"
"11715","(주)오상","유통/무역/운송","2.3"
"11716","(주)오에스씨코리아","IT/웹/통신","2.7"
"11717","(주)오피노마케팅","미디어/디자인","3.7"
